Date,Time,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Weather
12/16/2012,3:00,-10.1,-14.5,70,28,25.0,102.15,Cloudy
12/16/2012,4:00,-10.1,-14.5,70,24,25.0,102.08,Cloudy
12/16/2012,5:00,-10.0,-14.4,70,22,25.0,102.0,Cloudy
12/16/2012,6:00,-9.9,-14.6,68,35,25.0,101.93,Cloudy
12/16/2012,7:00,-9.8,-14.9,66,32,25.0,101.89,Cloudy
12/16/2012,8:00,-9.5,-14.8,65,32,48.3,101.85,Cloudy
12/16/2012,10:00,-7.7,-13.8,62,32,24.1,101.8,Cloudy
12/16/2012,23:00,-3.1,-4.2,92,24,12.9,101.09,Cloudy
12/17/2012,0:00,-2.3,-3.3,93,24,12.9,101.02,Freezing Drizzle
12/17/2012,1:00,-2.3,-3.3,93,26,9.7,101.01,"Freezing Rain,Fog"
12/17/2012,2:00,-2.2,-3.3,92,24,11.3,101.0,Freezing Rain
12/17/2012,3:00,-2.6,-3.7,92,28,8.0,100.95,"Freezing Rain,Ice Pellets,Fog"
12/17/2012,4:00,-3.0,-4.1,92,24,6.4,100.91,"Snow,Ice Pellets"
12/17/2012,5:00,-3.0,-4.2,91,24,8.0,100.89,"Snow,Ice Pellets"
12/17/2012,6:00,-2.1,-3.2,92,19,8.0,100.88,"Snow,Ice Pellets"
12/17/2012,7:00,-0.3,-1.3,93,13,12.9,100.88,Cloudy
12/17/2012,8:00,0.3,-0.5,94,20,3.2,100.84,"Drizzle,Fog"
12/17/2012,9:00,0.4,-0.7,92,20,4.0,100.79,"Drizzle,Ice Pellets,Fog"
12/17/2012,17:00,1.9,0.7,92,17,16.1,100.57,Cloudy
12/17/2012,18:00,2.0,0.6,90,19,16.1,100.61,Drizzle
12/17/2012,19:00,2.1,0.4,88,15,16.1,100.63,Drizzle
12/17/2012,20:00,2.3,0.5,88,19,16.1,100.64,Drizzle
12/17/2012,21:00,1.7,0.3,90,20,16.1,100.58,Cloudy
12/17/2012,22:00,1.9,0.1,88,13,19.3,100.56,Cloudy
12/17/2012,23:00,1.2,-0.1,91,20,16.1,100.5,Cloudy
12/18/2012,0:00,0.6,-0.5,92,19,16.1,100.44,Cloudy
12/18/2012,1:00,0.1,-0.9,93,24,19.3,100.37,Cloudy
12/18/2012,2:00,0.4,-0.9,91,24,19.3,100.32,Cloudy
12/18/2012,3:00,0.4,-0.9,91,24,16.1,100.24,Rain
12/18/2012,4:00,0.5,-0.8,91,24,11.3,100.15,Rain
12/18/2012,5:00,0.6,-0.6,92,24,9.7,100.12,"Rain,Ice Pellets"
12/18/2012,9:00,0.7,0.1,96,22,2.0,99.88,Snow
12/18/2012,10:00,0.6,0.0,96,24,1.2,99.86,Snow
12/18/2012,11:00,0.5,-0.2,95,22,1.2,99.76,Snow
12/18/2012,12:00,0.8,0.0,94,32,4.8,99.64,Snow
12/18/2012,13:00,1.0,0.0,93,26,4.0,99.56,Snow
12/18/2012,14:00,1.0,0.2,94,24,4.0,99.53,Snow
12/18/2012,15:00,1.1,0.2,94,22,4.8,99.51,Snow
12/18/2012,19:00,1.4,0.7,95,15,8.0,99.53,Rain
12/18/2012,20:00,1.3,0.7,96,15,6.4,99.54,Drizzle
12/19/2012,8:00,0.5,0.1,97,11,2.4,100.24,"Drizzle,Fog"
12/19/2012,9:00,0.6,0.2,97,13,2.4,100.33,"Drizzle,Fog"
12/19/2012,10:00,0.6,0.2,97,15,2.4,100.42,"Drizzle,Fog"
12/19/2012,11:00,0.8,0.2,96,11,9.7,100.44,Fog
12/19/2012,12:00,0.8,0.0,94,17,19.3,100.53,Cloudy
12/19/2012,13:00,1.0,-0.2,92,11,24.1,100.61,Cloudy
12/19/2012,14:00,1.1,-0.1,92,13,24.1,100.72,Cloudy
12/19/2012,15:00,1.3,-0.1,90,9,24.1,100.83,Drizzle
12/19/2012,16:00,1.3,-0.4,88,7,24.1,100.96,Cloudy
12/19/2012,17:00,1.1,-0.2,91,6,16.1,101.04,Drizzle
12/19/2012,18:00,1.2,0.1,92,9,9.7,101.15,"Drizzle,Snow"
12/19/2012,21:00,0.6,-0.1,95,13,11.3,101.38,Snow
12/19/2012,22:00,0.6,-0.5,92,9,25.0,101.42,Cloudy
12/19/2012,23:00,0.6,-0.9,90,13,25.0,101.5,Snow
12/20/2012,0:00,0.4,-2.1,83,20,25.0,101.57,Snow
12/20/2012,1:00,0.1,-2.2,84,17,25.0,101.6,Cloudy
12/20/2012,2:00,-0.2,-2.4,85,19,25.0,101.68,Cloudy
12/20/2012,3:00,-0.5,-2.9,84,17,25.0,101.69,Cloudy
12/20/2012,4:00,-0.7,-3.4,82,15,25.0,101.72,Cloudy
12/20/2012,5:00,-1.1,-3.9,81,13,25.0,101.78,Cloudy
12/20/2012,6:00,-1.6,-4.2,82,15,25.0,101.82,Snow
12/20/2012,7:00,-1.8,-4.9,79,20,25.0,101.88,Cloudy
12/20/2012,8:00,-1.9,-4.6,82,15,24.1,101.91,Cloudy
12/20/2012,9:00,-1.7,-4.5,81,13,24.1,101.98,Cloudy
12/20/2012,10:00,-1.4,-4.2,81,7,24.1,101.97,Cloudy
12/20/2012,11:00,-1.1,-4.0,81,4,24.1,101.92,Snow
12/20/2012,12:00,-1.0,-3.9,81,6,24.1,101.83,Cloudy
12/20/2012,13:00,-0.9,-4.0,79,15,24.1,101.65,Cloudy
12/20/2012,14:00,-1.0,-4.3,78,15,24.1,101.62,Cloudy
12/20/2012,15:00,-0.5,-3.8,78,13,24.1,101.55,Cloudy
12/20/2012,16:00,-0.3,-3.3,80,13,24.1,101.56,Cloudy
12/20/2012,17:00,-0.3,-3.2,81,19,25.0,101.38,Mostly Cloudy
12/20/2012,18:00,0.2,-3.0,79,19,25.0,101.25,Mostly Cloudy
12/20/2012,19:00,0.3,-2.7,80,17,25.0,101.23,Mostly Cloudy
12/20/2012,20:00,0.1,-2.4,83,20,25.0,101.12,Mostly Cloudy
12/20/2012,21:00,0.7,-2.3,80,22,25.0,101.0,Cloudy
12/20/2012,22:00,1.1,-2.4,77,20,25.0,100.88,Cloudy
12/20/2012,23:00,1.2,-2.1,79,28,25.0,100.69,Cloudy
12/21/2012,0:00,1.9,-2.1,75,26,25.0,100.6,"Rain,Snow Grains"
12/21/2012,4:00,1.1,-0.1,92,22,6.4,99.98,"Rain,Snow,Ice Pellets"
12/21/2012,5:00,1.3,0.1,92,26,6.4,99.85,"Rain,Snow,Ice Pellets"
12/21/2012,6:00,1.0,0.0,93,22,4.0,99.76,"Rain,Snow"
12/21/2012,7:00,0.9,-0.1,93,32,6.4,99.64,"Rain,Snow"
12/21/2012,8:00,0.8,-0.2,93,32,2.4,99.5,"Rain,Snow"
12/21/2012,9:00,0.8,-0.2,93,33,2.4,99.38,"Rain,Snow"
12/21/2012,10:00,1.0,0.0,93,32,12.9,99.24,Snow
12/21/2012,11:00,0.9,0.0,94,30,2.0,99.01,Snow
12/21/2012,12:00,1.3,0.3,93,41,9.7,98.67,Snow
12/21/2012,13:00,1.8,0.3,90,41,19.3,98.36,Snow
12/21/2012,14:00,2.1,0.4,88,41,19.3,98.16,Rain
12/21/2012,15:00,1.8,0.2,89,33,12.9,98.1,Rain
12/21/2012,16:00,1.4,0.2,92,43,9.7,97.93,Rain
12/21/2012,17:00,1.3,0.2,92,46,12.9,97.76,Rain
12/21/2012,18:00,1.4,0.3,92,46,25.0,97.56,Rain
12/21/2012,19:00,2.3,1.1,92,37,11.3,97.52,Rain
12/21/2012,20:00,2.4,1.7,95,15,9.7,97.58,Rain
12/21/2012,21:00,1.3,0.4,94,22,9.7,97.64,Rain
12/21/2012,22:00,0.7,0.0,95,28,3.6,97.75,Snow
12/22/2012,0:00,1.1,-0.1,92,32,9.7,97.81,"Drizzle,Snow,Fog"
12/22/2012,1:00,1.2,0.1,92,30,12.9,97.84,Drizzle
12/22/2012,2:00,1.1,0.1,93,30,8.0,97.89,"Drizzle,Snow,Fog"
12/22/2012,3:00,1.1,0.1,93,28,9.7,97.93,"Drizzle,Snow,Fog"
12/22/2012,4:00,0.6,-0.6,92,35,11.3,97.98,Snow
12/22/2012,5:00,-0.9,-1.9,93,35,4.8,98.07,Snow
12/22/2012,6:00,-1.6,-3.0,90,41,4.0,98.19,Snow
12/22/2012,7:00,-2.2,-3.7,89,35,4.8,98.32,Snow
12/22/2012,8:00,-2.5,-4.5,86,41,4.0,98.44,Snow
12/22/2012,9:00,-3.0,-5.0,86,35,3.2,98.58,Snow
12/22/2012,10:00,-3.6,-5.0,90,37,1.6,98.7,Snow
12/22/2012,11:00,-4.3,-5.4,92,35,1.2,98.78,Snow
12/22/2012,12:00,-4.5,-5.9,90,33,1.6,98.86,Snow
12/22/2012,13:00,-4.7,-6.9,85,37,4.0,98.96,Snow
12/22/2012,17:00,-5.7,-8.5,81,32,6.4,99.5,Snow
12/22/2012,18:00,-6.0,-8.7,81,33,4.8,99.62,Snow
12/22/2012,19:00,-6.7,-9.1,83,32,6.4,99.75,Snow
12/22/2012,20:00,-6.9,-10.6,75,32,16.1,99.83,Snow
12/22/2012,21:00,-7.2,-11.6,71,28,16.1,99.96,Snow
12/22/2012,22:00,-7.4,-11.9,70,35,16.1,100.0,Snow
12/22/2012,23:00,-7.8,-12.6,68,39,19.3,100.12,Cloudy
12/23/2012,0:00,-7.8,-11.6,74,32,19.3,100.19,Snow Showers
12/23/2012,1:00,-7.9,-11.8,74,32,25.0,100.27,Snow Showers
12/23/2012,2:00,-8.2,-12.5,71,30,25.0,100.36,Mostly Cloudy
12/23/2012,3:00,-8.2,-12.4,72,30,25.0,100.4,Cloudy
12/23/2012,4:00,-8.3,-12.7,71,28,25.0,100.43,Cloudy
12/23/2012,5:00,-8.5,-13.2,69,30,25.0,100.49,Cloudy
12/23/2012,6:00,-8.4,-12.3,73,26,25.0,100.51,Cloudy
12/23/2012,7:00,-8.5,-12.1,75,20,19.3,100.52,Snow Showers
12/23/2012,8:00,-8.7,-12.0,77,20,19.3,100.54,Snow Showers
12/23/2012,9:00,-8.7,-12.2,76,22,24.1,100.52,Cloudy
12/23/2012,10:00,-8.6,-12.5,73,24,24.1,100.54,Cloudy
12/23/2012,11:00,-8.3,-12.6,71,26,24.1,100.5,Cloudy
12/23/2012,12:00,-7.9,-12.6,69,24,24.1,100.44,Cloudy
12/23/2012,13:00,-7.4,-12.4,67,20,24.1,100.37,Mostly Cloudy
12/23/2012,14:00,-6.9,-11.9,67,11,24.1,100.33,Cloudy
12/23/2012,15:00,-6.8,-11.1,71,13,24.1,100.34,Snow Showers
12/23/2012,16:00,-7.0,-9.6,82,13,9.7,100.35,Snow Showers
12/23/2012,17:00,-7.1,-9.4,84,9,12.9,100.36,Snow
12/23/2012,18:00,-7.2,-10.0,80,11,12.9,100.4,Snow
12/23/2012,19:00,-7.2,-10.1,80,9,25.0,100.46,Snow
12/23/2012,20:00,-7.2,-10.4,78,9,25.0,100.55,Cloudy
12/23/2012,21:00,-8.0,-11.2,78,9,25.0,100.62,Mainly Clear
12/23/2012,22:00,-9.0,-11.7,81,9,25.0,100.68,Mainly Clear
12/23/2012,23:00,-8.3,-10.9,81,9,25.0,100.76,Cloudy
12/24/2012,0:00,-8.5,-10.7,84,15,25.0,100.8,Mostly Cloudy
12/24/2012,1:00,-8.4,-10.7,83,17,25.0,100.85,Cloudy
12/24/2012,2:00,-8.8,-11.4,81,17,25.0,100.91,Cloudy
12/24/2012,3:00,-8.9,-12.3,76,20,25.0,100.99,Cloudy
12/24/2012,4:00,-10.0,-12.7,81,24,25.0,101.02,Mostly Cloudy
12/24/2012,5:00,-10.4,-13.3,79,19,25.0,101.07,Mostly Cloudy
12/24/2012,6:00,-10.9,-14.0,78,15,25.0,101.13,Mainly Clear
12/24/2012,7:00,-11.1,-13.9,80,15,25.0,101.23,Clear
12/24/2012,8:00,-11.0,-13.9,79,13,25.0,101.32,Clear
12/24/2012,9:00,-10.5,-13.7,77,13,24.1,101.41,Clear
12/24/2012,10:00,-9.9,-13.4,76,11,48.3,101.45,Mainly Clear
12/24/2012,11:00,-9.0,-13.7,69,11,48.3,101.44,Mainly Clear
12/24/2012,12:00,-7.9,-13.3,65,9,48.3,101.43,Mainly Clear
12/24/2012,13:00,-7.6,-13.1,65,15,48.3,101.45,Mainly Clear
12/24/2012,14:00,-7.8,-13.7,63,15,48.3,101.46,Mainly Clear
12/24/2012,15:00,-7.5,-13.3,63,13,48.3,101.49,Mainly Clear
12/24/2012,16:00,-8.2,-13.3,67,11,24.1,101.45,Mainly Clear
12/24/2012,17:00,-9.7,-13.7,73,6,25.0,101.49,Mainly Clear
12/24/2012,18:00,-10.4,-13.8,76,9,25.0,101.45,Clear
12/24/2012,19:00,-9.7,-13.1,76,7,25.0,101.43,Mainly Clear
12/24/2012,20:00,-9.6,-12.8,77,6,25.0,101.43,Mainly Clear
12/24/2012,21:00,-9.4,-13.2,74,7,25.0,101.44,Mainly Clear
12/24/2012,22:00,-9.8,-13.2,76,4,25.0,101.44,Mostly Cloudy
12/24/2012,23:00,-10.5,-12.8,83,4,25.0,101.48,Mostly Cloudy
12/25/2012,0:00,-9.0,-12.5,76,11,25.0,101.44,Mostly Cloudy
12/25/2012,1:00,-10.5,-13.0,82,6,25.0,101.51,Mostly Cloudy
12/25/2012,2:00,-10.6,-13.1,82,13,25.0,101.51,Mostly Cloudy
12/25/2012,3:00,-10.5,-12.6,85,19,25.0,101.47,Cloudy
12/25/2012,4:00,-10.1,-13.2,78,15,24.1,101.49,Mostly Cloudy
12/25/2012,5:00,-10.8,-13.1,83,17,25.0,101.49,Cloudy
12/25/2012,6:00,-10.6,-13.6,79,13,25.0,101.59,Cloudy
12/25/2012,7:00,-11.3,-14.1,80,11,25.0,101.72,Cloudy
12/25/2012,8:00,-11.3,-14.4,78,11,24.1,101.79,Cloudy
12/25/2012,9:00,-11.0,-14.2,77,13,24.1,101.87,Cloudy
12/25/2012,10:00,-10.1,-14.3,71,15,24.1,101.95,Cloudy
12/25/2012,11:00,-9.6,-14.4,68,9,24.1,101.93,Cloudy
12/25/2012,12:00,-9.4,-14.4,67,9,24.1,101.92,Cloudy
12/25/2012,13:00,-8.7,-14.5,63,7,24.1,101.92,Mostly Cloudy
12/25/2012,14:00,-7.7,-14.1,60,6,48.3,101.95,Mainly Clear
12/25/2012,15:00,-7.1,-13.7,59,17,48.3,101.98,Clear
12/25/2012,16:00,-7.5,-13.9,60,11,48.3,102.03,Clear
12/25/2012,17:00,-8.3,-13.4,67,13,25.0,102.1,Clear
12/25/2012,18:00,-8.9,-13.4,70,13,25.0,102.16,Mainly Clear
12/25/2012,19:00,-8.8,-12.6,74,19,25.0,102.27,Mainly Clear
12/25/2012,20:00,-9.4,-12.6,77,13,25.0,102.3,Mainly Clear
12/25/2012,21:00,-9.7,-12.5,80,4,25.0,102.28,Clear
12/25/2012,22:00,-10.9,-13.2,83,4,25.0,102.34,Clear
12/25/2012,23:00,-10.4,-12.7,83,11,25.0,102.45,Clear
12/26/2012,0:00,-11.8,-13.5,87,4,25.0,102.41,Clear
12/26/2012,1:00,-11.2,-12.9,87,6,25.0,102.42,Clear
12/26/2012,2:00,-12.7,-14.4,87,4,25.0,102.45,Clear
12/26/2012,3:00,-14.2,-15.8,88,6,25.0,102.52,Clear
12/26/2012,4:00,-13.1,-14.7,88,6,25.0,102.55,Clear
12/26/2012,5:00,-12.7,-14.1,89,4,25.0,102.48,Clear
12/26/2012,6:00,-13.4,-14.8,89,4,25.0,102.47,Clear
12/26/2012,7:00,-13.0,-14.4,89,7,25.0,102.46,Mainly Clear
12/26/2012,8:00,-13.7,-15.2,88,4,16.1,102.53,Mostly Cloudy
12/26/2012,10:00,-11.0,-13.2,84,15,24.1,102.54,Mainly Clear
12/26/2012,11:00,-11.3,-14.5,77,20,48.3,102.5,Mainly Clear
12/26/2012,12:00,-10.6,-14.3,74,20,48.3,102.36,Mainly Clear
12/26/2012,13:00,-10.3,-14.0,74,15,24.1,102.35,Mostly Cloudy
12/26/2012,14:00,-10.0,-14.0,72,19,24.1,102.27,Cloudy
12/26/2012,15:00,-10.0,-14.2,71,19,24.1,102.28,Cloudy
12/26/2012,16:00,-10.3,-14.1,74,19,25.0,102.17,Cloudy
12/26/2012,17:00,-10.2,-13.9,74,22,25.0,102.16,Cloudy
12/26/2012,18:00,-10.0,-13.8,74,24,25.0,102.14,Cloudy
12/26/2012,19:00,-9.6,-13.1,76,39,25.0,102.03,Cloudy
12/26/2012,20:00,-10.3,-12.9,81,28,25.0,101.88,Cloudy
12/26/2012,21:00,-9.8,-12.5,81,22,25.0,101.87,Cloudy
12/26/2012,22:00,-9.7,-12.8,78,37,25.0,101.7,Cloudy
12/26/2012,23:00,-9.7,-12.3,81,24,25.0,101.61,Cloudy
12/27/2012,0:00,-9.8,-12.5,81,30,25.0,101.46,Cloudy
12/27/2012,1:00,-9.4,-12.2,80,26,25.0,101.37,Cloudy
12/27/2012,2:00,-8.5,-11.3,80,30,25.0,101.31,Cloudy
12/27/2012,3:00,-8.1,-10.2,85,37,2.4,101.21,Snow
12/27/2012,4:00,-7.9,-9.5,88,33,2.0,101.03,Snow
12/27/2012,5:00,-7.5,-9.1,88,43,1.2,100.95,Snow
12/27/2012,6:00,-6.8,-8.1,90,39,1.2,100.83,Snow
12/27/2012,7:00,-6.5,-7.6,92,44,1.2,100.73,Snow
12/27/2012,8:00,-6.3,-7.4,92,39,0.8,100.65,Moderate Snow
12/27/2012,9:00,-5.7,-6.7,93,37,0.8,100.67,Moderate Snow
12/27/2012,12:00,-5.5,-6.6,92,39,0.6,100.5,"Moderate Snow,Blowing Snow"
12/27/2012,16:00,-4.5,-6.2,88,37,2.0,100.44,"Snow,Blowing Snow"
12/27/2012,17:00,-4.2,-5.9,88,32,3.2,100.47,"Snow,Blowing Snow"
12/27/2012,18:00,-4.0,-5.7,88,28,8.0,100.49,"Snow,Blowing Snow"
12/27/2012,19:00,-3.9,-5.6,88,26,9.7,100.52,"Snow,Blowing Snow"
12/27/2012,20:00,-3.7,-5.3,89,37,16.1,100.58,Snow
12/27/2012,23:00,-4.0,-5.6,89,24,9.7,100.7,Snow
12/28/2012,0:00,-4.2,-5.7,89,19,8.0,100.78,"Freezing Drizzle,Snow"
12/28/2012,1:00,-4.4,-6.6,85,15,6.4,100.83,"Freezing Drizzle,Snow"
12/28/2012,2:00,-4.3,-6.3,86,11,12.9,100.93,"Freezing Drizzle,Snow"
12/28/2012,3:00,-4.6,-5.9,91,13,4.0,101.01,Snow
12/28/2012,4:00,-4.9,-5.9,93,9,9.7,101.0,Snow
12/28/2012,5:00,-5.0,-6.1,92,7,25.0,101.01,Cloudy
12/28/2012,6:00,-4.8,-6.6,87,9,25.0,101.04,Cloudy
12/28/2012,7:00,-5.0,-6.5,89,9,25.0,101.07,Cloudy
12/28/2012,8:00,-5.2,-7.0,87,17,24.1,101.15,Mostly Cloudy
12/28/2012,9:00,-5.5,-8.0,83,17,24.1,101.23,Mostly Cloudy
12/28/2012,10:00,-6.1,-8.6,82,19,24.1,101.27,Clear
12/28/2012,11:00,-6.2,-8.8,82,24,48.3,101.24,Mainly Clear
12/28/2012,12:00,-7.2,-9.9,81,24,48.3,101.22,Mainly Clear
12/28/2012,13:00,-6.8,-9.8,79,20,48.3,101.17,Mainly Clear
12/28/2012,14:00,-6.5,-9.9,77,22,48.3,101.17,Mainly Clear
12/28/2012,15:00,-6.8,-10.3,76,24,48.3,101.22,Mainly Clear
12/28/2012,16:00,-7.7,-11.0,77,30,48.3,101.25,Mainly Clear
12/28/2012,17:00,-8.6,-12.0,76,26,25.0,101.34,Mainly Clear
12/28/2012,18:00,-9.0,-12.2,78,24,25.0,101.37,Mainly Clear
12/28/2012,19:00,-9.4,-12.3,79,22,25.0,101.37,Mainly Clear
12/28/2012,20:00,-9.8,-12.6,80,20,25.0,101.35,Mainly Clear
12/28/2012,21:00,-9.8,-12.5,81,19,25.0,101.36,Mainly Clear
12/28/2012,22:00,-9.9,-12.5,81,17,25.0,101.38,Mainly Clear
12/28/2012,23:00,-10.9,-13.2,83,13,25.0,101.38,Mainly Clear
12/29/2012,0:00,-11.6,-13.5,86,13,25.0,101.35,Mainly Clear
12/29/2012,1:00,-11.9,-13.6,87,11,25.0,101.31,Clear
12/29/2012,2:00,-11.8,-13.1,90,13,25.0,101.33,Clear
12/29/2012,3:00,-13.4,-15.2,86,4,4.8,101.33,Fog
12/29/2012,4:00,-16.0,-17.2,90,6,9.7,101.25,Fog
12/29/2012,5:00,-14.8,-15.9,91,4,6.4,101.25,Fog
12/29/2012,6:00,-13.8,-15.3,88,4,9.7,101.25,Fog
12/29/2012,7:00,-14.8,-16.4,88,7,8.0,101.22,Fog
12/29/2012,8:00,-13.6,-15.1,88,11,12.9,101.19,Cloudy
12/29/2012,9:00,-13.2,-14.8,88,11,12.9,101.13,Cloudy
12/29/2012,10:00,-12.0,-13.3,90,7,6.4,101.15,Fog
12/29/2012,12:00,-10.5,-11.6,92,11,8.0,100.93,"Snow Showers,Fog"
12/29/2012,13:00,-10.0,-11.1,92,22,9.7,100.63,"Snow Showers,Fog"
12/30/2012,1:00,-9.4,-10.5,92,9,2.4,100.22,"Snow,Fog"
12/30/2012,2:00,-9.3,-10.4,92,9,4.0,100.28,"Snow,Fog"
12/30/2012,3:00,-9.1,-10.4,90,11,3.6,100.3,"Snow,Fog"
12/30/2012,4:00,-9.3,-10.6,90,13,9.7,100.28,"Snow,Fog"
12/30/2012,5:00,-9.1,-10.4,90,11,4.0,100.32,"Snow,Fog"
12/30/2012,6:00,-9.3,-10.8,89,17,8.0,100.39,"Snow,Fog"
12/30/2012,7:00,-9.9,-13.2,77,19,25.0,100.48,Mostly Cloudy
12/30/2012,8:00,-11.3,-14.5,77,20,24.1,100.57,Cloudy
12/30/2012,9:00,-11.7,-15.0,76,19,24.1,100.69,Cloudy
12/30/2012,10:00,-12.4,-16.0,74,24,24.1,100.82,Cloudy
12/30/2012,11:00,-11.9,-15.4,75,32,24.1,100.89,Cloudy
12/30/2012,12:00,-12.2,-15.7,75,26,48.3,100.91,Mostly Cloudy
12/30/2012,13:00,-12.4,-16.2,73,37,48.3,100.92,Mostly Cloudy
12/30/2012,14:00,-11.8,-16.1,70,37,48.3,100.96,Mainly Clear
12/30/2012,15:00,-11.3,-15.6,70,32,48.3,101.05,Mainly Clear
12/30/2012,16:00,-11.4,-15.5,72,26,48.3,101.15,Mainly Clear
12/30/2012,17:00,-12.1,-15.8,74,28,25.0,101.26,Mainly Clear
12/30/2012,18:00,-12.6,-16.0,76,24,25.0,101.36,Mainly Clear
12/30/2012,19:00,-13.4,-16.5,77,26,25.0,101.47,Mainly Clear
12/30/2012,20:00,-13.8,-16.5,80,24,25.0,101.52,Clear
12/30/2012,21:00,-13.8,-16.5,80,20,25.0,101.5,Mainly Clear
12/30/2012,22:00,-13.7,-16.3,81,19,25.0,101.54,Mainly Clear
12/30/2012,23:00,-12.1,-15.1,78,28,25.0,101.52,Mostly Cloudy
12/31/2012,0:00,-11.1,-14.4,77,26,25.0,101.51,Cloudy
12/31/2012,1:00,-10.7,-14.0,77,15,25.0,101.5,Cloudy
12/31/2012,2:00,-10.1,-13.4,77,9,25.0,101.45,Cloudy
12/31/2012,3:00,-11.8,-14.4,81,6,25.0,101.42,Mostly Cloudy
12/31/2012,4:00,-10.5,-12.8,83,11,25.0,101.34,Cloudy
12/31/2012,5:00,-10.2,-12.4,84,6,25.0,101.28,Cloudy
12/31/2012,6:00,-9.7,-11.7,85,4,25.0,101.23,Cloudy
12/31/2012,7:00,-9.3,-11.3,85,0,19.3,101.19,Snow Showers
12/31/2012,8:00,-8.6,-10.3,87,4,3.2,101.14,Snow Showers
12/31/2012,9:00,-8.1,-9.6,89,4,2.4,101.09,Snow
12/31/2012,10:00,-7.4,-8.9,89,4,6.4,101.05,"Snow,Fog"
12/31/2012,11:00,-6.7,-7.9,91,9,9.7,100.93,Snow
12/31/2012,12:00,-5.8,-7.5,88,4,12.9,100.78,Snow
12/31/2012,13:00,-4.6,-6.6,86,4,12.9,100.63,Snow
12/31/2012,14:00,-3.4,-5.7,84,6,11.3,100.57,Snow
12/31/2012,15:00,-2.3,-4.6,84,9,9.7,100.47,Snow
12/31/2012,16:00,-1.4,-4.0,82,13,12.9,100.4,Snow
12/31/2012,17:00,-1.1,-3.3,85,19,9.7,100.3,Snow
12/31/2012,18:00,-1.3,-3.1,88,17,9.7,100.19,Snow
12/31/2012,19:00,0.1,-2.7,81,30,9.7,100.13,Snow
12/31/2012,20:00,0.2,-2.4,83,24,9.7,100.03,Snow
12/31/2012,21:00,-0.5,-1.5,93,28,4.8,99.95,Snow
12/31/2012,22:00,-0.2,-1.8,89,28,9.7,99.91,Snow
12/31/2012,23:00,0.0,-2.1,86,30,11.3,99.89,Snow
